Q or theta , Calculated , Experiment
   2.29398800000000       ,    147.685203751602       ,    121.870000000000     
   2.30667100000000       ,    149.374377742965       ,    122.580000000000     
   2.31935300000000       ,    151.144973632632       ,    123.390000000000     
   2.33203600000000       ,    153.012336224601       ,    124.260000000000     
   2.34471800000000       ,    155.000577029982       ,    126.640000000000     
   2.35740100000000       ,    157.155611084904       ,    130.000000000000     
   2.37008300000000       ,    159.570130248258       ,    134.460000000000     
   2.38276600000000       ,    162.438977297725       ,    140.060000000000     
   2.39544800000000       ,    166.160024264759       ,    148.200000000000     
   2.40813100000000       ,    171.513184083062       ,    159.370000000000     
   2.42081400000000       ,    179.932122149463       ,    171.360000000000     
   2.43349700000000       ,    193.872003159088       ,    187.010000000000     
   2.44617900000000       ,    217.205325034478       ,    210.070000000000     
   2.45886200000000       ,    255.507919460383       ,    245.900000000000     
   2.47154500000000       ,    315.955195858637       ,    287.830000000000     
   2.48422800000000       ,    406.563989000638       ,    355.340000000000     
   2.49691100000000       ,    534.537884034989       ,    446.780000000000     
   2.50959300000000       ,    703.760474061883       ,    612.650000000000     
   2.52227600000000       ,    911.996568523273       ,    794.580000000000     
   2.53495900000000       ,    1148.48354265347       ,    1007.63000000000     
   2.54764200000000       ,    1393.41349471170       ,    1221.15000000000     
   2.56032500000000       ,    1618.76038787404       ,    1486.29000000000     
   2.57300800000000       ,    1793.53744337312       ,    1665.40000000000     
   2.58569100000000       ,    1889.59092056140       ,    1782.30000000000     
   2.59837500000000       ,    1889.86489170894       ,    1769.02000000000     
   2.61105800000000       ,    1794.70989037816       ,    1668.48000000000     
   2.62374100000000       ,    1621.74393414032       ,    1482.88000000000     
   2.63642400000000       ,    1399.38694485255       ,    1264.27000000000     
   2.64910700000000       ,    1158.79994093435       ,    1045.00000000000     
   2.66179100000000       ,    927.412644183940       ,    825.790000000000     
   2.67447400000000       ,    724.947886828643       ,    621.060000000000     
   2.68715700000000       ,    561.818967567229       ,    495.690000000000     
   2.69984100000000       ,    440.027352883819       ,    402.360000000000     
   2.71252400000000       ,    355.546186649541       ,    345.430000000000     
   2.72520700000000       ,    301.120390113540       ,    302.150000000000     
   2.73789100000000       ,    268.849625902670       ,    277.450000000000     
   2.75057400000000       ,    251.504879338225       ,    263.550000000000     
   2.76325800000000       ,    243.704176057753       ,    257.910000000000     
   2.77594200000000       ,    241.707455842367       ,    257.410000000000     
   2.78862500000000       ,    243.218260221719       ,    262.720000000000     
   2.80130900000000       ,    247.038899297645       ,    271.390000000000     
   2.81399200000000       ,    252.778019315031       ,    284.570000000000     
   2.82667600000000       ,    260.833736767160       ,    306.300000000000     
   2.83936000000000       ,    272.593337477062       ,    334.000000000000     
   2.85204400000000       ,    291.052179299122       ,    366.310000000000     
   2.86472700000000       ,    321.881861433087       ,    415.010000000000     
   2.87741100000000       ,    374.972931074526       ,    480.430000000000     
   2.89009500000000       ,    466.200400985083       ,    586.880000000000     
   2.90277900000000       ,    618.877429038850       ,    720.230000000000     
   2.91546300000000       ,    863.846050015229       ,    919.200000000000     
   2.92814700000000       ,    1236.90824283033       ,    1203.68000000000     
   2.94083100000000       ,    1772.48917103710       ,    1735.34000000000     
   2.95351500000000       ,    2493.41491245294       ,    2322.73000000000     
   2.96619900000000       ,    3398.43955739036       ,    3180.18000000000     
   2.97888300000000       ,    4451.09703623996       ,    4194.94000000000     
   2.99156800000000       ,    5574.59627071257       ,    5557.86000000000     
   3.00425200000000       ,    6656.06979108733       ,    6733.74000000000     
   3.01693600000000       ,    7563.13569001096       ,    7720.91000000000     
   3.02962000000000       ,    8170.88809975740       ,    8292.36000000000     
   3.04230500000000       ,    8398.74713423192       ,    8609.85000000000     
   3.05498900000000       ,    8244.69085936905       ,    8345.60000000000     
   3.06767300000000       ,    7791.62445664878       ,    7821.42000000000     
   3.08035800000000       ,    7179.22307189843       ,    7117.24000000000     
   3.09304200000000       ,    6558.80251412096       ,    6344.48000000000     
   3.10572700000000       ,    6053.56554133033       ,    5729.65000000000     
   3.11841100000000       ,    5732.03053520109       ,    5416.35000000000     
   3.13109600000000       ,    5596.49780300153       ,    5400.09000000000     
   3.14378100000000       ,    5588.92521277902       ,    5519.21000000000     
   3.15646500000000       ,    5611.24256453272       ,    5722.99000000000     
   3.16915000000000       ,    5556.23148902664       ,    5744.51000000000     
   3.18183500000000       ,    5342.47860760617       ,    5551.92000000000     
   3.19451900000000       ,    4940.56007975958       ,    5163.48000000000     
   3.20720400000000       ,    4375.46996012070       ,    4441.07000000000     
   3.21988900000000       ,    3708.26968609358       ,    3733.99000000000     
   3.23257400000000       ,    3012.44891741856       ,    2973.45000000000     
   3.24525900000000       ,    2354.63776580600       ,    2362.07000000000     
   3.25794400000000       ,    1783.34555656149       ,    1744.33000000000     
   3.27062900000000       ,    1323.69915517508       ,    1302.55000000000     
   3.28331400000000       ,    979.226799178562       ,    1009.76000000000     
   3.29599900000000       ,    737.837099505853       ,    840.050000000000     
   3.30868400000000       ,    579.241719731101       ,    697.790000000000     
   3.32136900000000       ,    481.422876281349       ,    601.940000000000     
   3.33405500000000       ,    424.887504178927       ,    545.730000000000     
   3.34674000000000       ,    394.607854892919       ,    506.830000000000     
   3.35942500000000       ,    380.174820337150       ,    484.100000000000     
   3.37211000000000       ,    375.039394592181       ,    470.820000000000     
   3.38479600000000       ,    375.432569264749       ,    466.750000000000     
   3.39748100000000       ,    379.395335123677       ,    471.430000000000     
   3.41016700000000       ,    386.086093348235       ,    482.740000000000     
   3.42285200000000       ,    395.397204363656       ,    503.740000000000     
   3.43553800000000       ,    407.893441618007       ,    532.670000000000     
   3.44822300000000       ,    425.102256695236       ,    570.480000000000     
   3.46090900000000       ,    450.317721147244       ,    620.960000000000     
   3.47359500000000       ,    490.121149086451       ,    706.060000000000     
   3.48628000000000       ,    556.912627841222       ,    814.640000000000     
   3.49896600000000       ,    672.606914094416       ,    954.260000000000     
   3.51165200000000       ,    873.118210275972       ,    1165.59000000000     
   3.52433800000000       ,    1212.72157884048       ,    1490.74000000000     
   3.53702400000000       ,    1765.27284738939       ,    1985.85000000000     
   3.54971000000000       ,    2620.91557269189       ,    2654.34000000000     
   3.56239600000000       ,    3872.70734818268       ,    3643.47000000000     
   3.57508200000000       ,    5593.52423133253       ,    5077.34000000000     
   3.58776800000000       ,    7804.92053871189       ,    7387.30000000000     
   3.60045400000000       ,    10445.3472969389       ,    9940.86000000000     
   3.61314000000000       ,    13348.6415125000       ,    13019.5800000000     
   3.62582600000000       ,    16243.3810554884       ,    16167.8800000000     
   3.63851200000000       ,    18779.2061374753       ,    19418.9900000000     
   3.65119900000000       ,    20582.4636345795       ,    21436.0500000000     
   3.66388500000000       ,    21342.3310262013       ,    22349.1900000000     
   3.67657100000000       ,    20914.8264253802       ,    21831.0300000000     
   3.68925800000000       ,    19382.4789122622       ,    20057.2600000000     
   3.70194400000000       ,    17019.3988899742       ,    17217.8800000000     
   3.71463100000000       ,    14191.1655625637       ,    14237.9900000000     
   3.72731700000000       ,    11262.2514496475       ,    11180.5600000000     
   3.74000400000000       ,    8529.82934219355       ,    8021.73000000000     
   3.75269100000000       ,    6191.09379551602       ,    5679.92000000000     
   3.76537700000000       ,    4335.87793788901       ,    4073.69000000000     
   3.77806400000000       ,    2963.06215967741       ,    2980.08000000000     
   3.79075100000000       ,    2011.66891027761       ,    2228.43000000000     
   3.80343800000000       ,    1392.81901378239       ,    1667.91000000000     
   3.81612400000000       ,    1016.30380901163       ,    1347.49000000000     
   3.82881100000000       ,    806.963512132315       ,    1144.83000000000     
   3.84149800000000       ,    711.906531839477       ,    1018.52000000000     
   3.85418500000000       ,    700.680966273081       ,    951.040000000000     
   3.86687200000000       ,    761.760937208906       ,    949.970000000000     
   3.87956000000000       ,    897.119648503858       ,    1001.69000000000     
   3.89224700000000       ,    1115.71541621088       ,    1146.51000000000     
   3.90493400000000       ,    1426.34855886130       ,    1391.36000000000     
   3.91762100000000       ,    1830.12774635856       ,    1743.08000000000     
   3.93030800000000       ,    2313.79616021230       ,    2172.91000000000     
   3.94299600000000       ,    2845.59758837659       ,    2664.43000000000     
   3.95568300000000       ,    3375.04217788891       ,    3246.15000000000     
   3.96837100000000       ,    3838.39058289978       ,    3758.36000000000     
   3.98105800000000       ,    4167.45802191281       ,    4078.57000000000     
   3.99374600000000       ,    4307.72903285708       ,    4216.64000000000     
   4.00643300000000       ,    4235.98610540137       ,    4131.22000000000     
   4.01912100000000       ,    3970.68979420144       ,    3833.66000000000     
   4.03180900000000       ,    3563.54483476654       ,    3431.59000000000     
   4.04449600000000       ,    3080.27834213875       ,    2929.99000000000     
   4.05718400000000       ,    2583.26226800521       ,    2430.76000000000     
   4.06987200000000       ,    2120.83884413544       ,    1939.84000000000     
   4.08256000000000       ,    1722.15017863631       ,    1599.97000000000     
   4.09524800000000       ,    1397.58932232440       ,    1335.21000000000     
   4.10793600000000       ,    1143.61726225485       ,    1141.49000000000     
   4.12062400000000       ,    949.380553133725       ,    968.390000000000     
   4.13331200000000       ,    802.198326985698       ,    846.010000000000     
   4.14600000000000       ,    690.550304713568       ,    744.360000000000     
   4.15868800000000       ,    605.623432949485       ,    660.580000000000     
   4.17137700000000       ,    541.221434826941       ,    587.350000000000     
   4.18406500000000       ,    493.270068085372       ,    535.060000000000     
   4.19675300000000       ,    458.549021892055       ,    500.930000000000     
   4.20944200000000       ,    434.699315006968       ,    478.640000000000     
   4.22213000000000       ,    419.537892007217       ,    463.970000000000     
   4.23481900000000       ,    411.127059523556       ,    457.440000000000     
   4.24750700000000       ,    407.894602822199       ,    456.470000000000     
   4.26019600000000       ,    408.777046580949       ,    460.120000000000     
   4.27288400000000       ,    413.401895577846       ,    470.050000000000     
   4.28557300000000       ,    422.367460502231       ,    486.580000000000     
   4.29826200000000       ,    437.737566001308       ,    509.300000000000     
   4.31095100000000       ,    463.876770001850       ,    542.920000000000     
   4.32364000000000       ,    508.674494076668       ,    595.120000000000     
   4.33632900000000       ,    585.039220774681       ,    676.660000000000     
   4.34901800000000       ,    712.245650263849       ,    789.780000000000     
   4.36170700000000       ,    916.344645892158       ,    942.290000000000     
   4.37439600000000       ,    1228.55253510362       ,    1190.03000000000     
   4.38708500000000       ,    1680.79788081009       ,    1579.84000000000     
   4.39977400000000       ,    2296.76118219784       ,    2131.80000000000     
   4.41246300000000       ,    3082.52492801451       ,    2801.93000000000     
   4.42515300000000       ,    4015.17304785073       ,    3703.96000000000     
   4.43784200000000       ,    5035.65881708335       ,    4844.06000000000     
   4.45053100000000       ,    6049.13435601405       ,    6006.30000000000     
   4.46322100000000       ,    6933.40551303780       ,    6897.62000000000     
   4.47591000000000       ,    7557.46365183295       ,    7579.10000000000     
   4.48860000000000       ,    7812.67997102785       ,    7850.26000000000     
   4.50128900000000       ,    7650.31742166792       ,    7674.82000000000     
   4.51397900000000       ,    7103.31402677202       ,    7092.25000000000     
   4.52666900000000       ,    6271.47445338313       ,    6252.10000000000     
   4.53935900000000       ,    5284.62339570269       ,    5162.28000000000     
   4.55204900000000       ,    4269.60264801290       ,    4008.07000000000     
   4.56473800000000       ,    3329.86043854654       ,    3081.08000000000     
   4.57742800000000       ,    2535.16684030102       ,    2392.87000000000     
   4.59011800000000       ,    1921.60297614054       ,    1885.90000000000     
   4.60280800000000       ,    1498.40373649600       ,    1547.44000000000     
   4.61549900000000       ,    1259.80867988027       ,    1380.12000000000     
   4.62818900000000       ,    1196.84539156597       ,    1338.79000000000     
   4.64087900000000       ,    1305.48437983470       ,    1422.53000000000     
   4.65356900000000       ,    1589.10864246854       ,    1650.36000000000     
   4.66626000000000       ,    2054.49340307346       ,    2031.59000000000     
   4.67895000000000       ,    2702.38049385013       ,    2567.81000000000     
   4.69164100000000       ,    3516.06558972161       ,    3295.33000000000     
   4.70433100000000       ,    4450.73320038365       ,    4324.45000000000     
   4.71702200000000       ,    5429.01780986510       ,    5392.82000000000     
   4.72971200000000       ,    6343.43572366883       ,    6324.33000000000     
   4.74240300000000       ,    7069.14129050598       ,    7096.85000000000     
   4.75509400000000       ,    7486.67987476362       ,    7558.21000000000     
   4.76778500000000       ,    7517.12432181411       ,    7597.56000000000     
   4.78047600000000       ,    7154.24488222934       ,    7211.96000000000     
   4.79316600000000       ,    6467.44866554671       ,    6538.74000000000     
   4.80585700000000       ,    5571.87316171874       ,    5480.74000000000     
   4.81854900000000       ,    4592.82228267208       ,    4369.62000000000     
   4.83124000000000       ,    3640.21095943117       ,    3360.11000000000     
   4.84393100000000       ,    2793.88397211433       ,    2628.64000000000     
   4.85662200000000       ,    2098.67801202379       ,    1971.74000000000     
   4.86931300000000       ,    1566.89488752340       ,    1507.82000000000     
   4.88200500000000       ,    1186.42123361106       ,    1205.98000000000     
   4.89469600000000       ,    931.243314375822       ,    1017.00000000000     
   4.90738800000000       ,    770.774952148404       ,    888.490000000000     
   4.92007900000000       ,    676.746096516449       ,    804.000000000000     
   4.93277100000000       ,    626.622003864591       ,    752.020000000000     
   4.94546200000000       ,    604.482397675457       ,    732.300000000000     
   4.95815400000000       ,    600.649403851232       ,    731.350000000000     
   4.97084600000000       ,    610.684072526848       ,    752.720000000000     
   4.98353800000000       ,    634.957589088242       ,    793.230000000000     
   4.99623000000000       ,    679.188836604916       ,    858.300000000000     
   5.00892200000000       ,    756.237802130394       ,    948.310000000000     
   5.02161400000000       ,    889.099726181716       ,    1116.60000000000     
   5.03430600000000       ,    1114.51750416606       ,    1335.75000000000     
   5.04699800000000       ,    1485.84983783020       ,    1657.16000000000     
   5.05969000000000       ,    2072.95102287451       ,    2105.23000000000     
   5.07238200000000       ,    2956.28740460080       ,    2846.14000000000     
   5.08507500000000       ,    4213.12132405208       ,    3931.65000000000     
   5.09776700000000       ,    5894.88013575374       ,    5452.39000000000     
   5.11045900000000       ,    8000.55416205654       ,    7287.81000000000     
   5.12315200000000       ,    10451.3900979204       ,    9850.14000000000     
   5.13584500000000       ,    13076.1002980657       ,    12884.9900000000     
   5.14853700000000       ,    15614.9419181326       ,    15622.8000000000     
   5.16123000000000       ,    17746.0597468933       ,    17872.2100000000     
   5.17392300000000       ,    19137.3447853710       ,    19362.3800000000     
   5.18661600000000       ,    19533.2446142032       ,    19746.3600000000     
   5.19930800000000       ,    18854.7176860804       ,    19119.8600000000     
   5.21200100000000       ,    17235.4392433231       ,    17279.1800000000     
   5.22469400000000       ,    14961.1501895206       ,    15023.4200000000     
   5.23738700000000       ,    12368.4395564017       ,    11773.8100000000     
   5.25008100000000       ,    9766.61442552288       ,    9050.94000000000     
   5.26277400000000       ,    7393.73655931767       ,    6676.33000000000     
   5.27546700000000       ,    5395.85312556577       ,    4945.09000000000     
   5.28816000000000       ,    3829.40385881652       ,    3478.76000000000     
   5.30085400000000       ,    2678.96184879055       ,    2566.61000000000     
   5.31354700000000       ,    1884.16044636834       ,    1930.16000000000     
   5.32624100000000       ,    1365.35499058617       ,    1547.28000000000     
   5.33893500000000       ,    1044.55131286907       ,    1268.05000000000     
   5.35162800000000       ,    856.583034781026       ,    1066.59000000000     
   5.36432200000000       ,    753.209159171453       ,    940.310000000000     
   5.37701600000000       ,    702.079494270866       ,    864.760000000000     
   5.38971000000000       ,    683.218212734735       ,    814.850000000000     
   5.40240400000000       ,    684.889636112846       ,    785.210000000000     
   5.41509800000000       ,    700.406031478756       ,    774.670000000000     
   5.42779200000000       ,    725.223389289344       ,    776.030000000000     
   5.44048600000000       ,    755.637062115915       ,    785.980000000000     
   5.45318000000000       ,    787.713080397780       ,    802.980000000000     
   5.46587400000000       ,    816.717367347100       ,    817.040000000000     
   5.47856900000000       ,    837.131706846340       ,    823.760000000000     
   5.49126300000000       ,    843.450042934523       ,    817.860000000000     
   5.50395700000000       ,    831.833122354273       ,    796.690000000000     
   5.51665200000000       ,    801.866129362936       ,    760.800000000000     
   5.52934700000000       ,    756.918451782426       ,    714.600000000000     
   5.54204100000000       ,    702.925362908741       ,    663.990000000000     
   5.55473600000000       ,    645.622298091405       ,    601.860000000000     
   5.56743100000000       ,    590.613991253078       ,    545.990000000000     
   5.58012600000000       ,    541.804568493631       ,    501.040000000000     
   5.59282100000000       ,    501.378861229757       ,    466.930000000000     
   5.60551600000000       ,    469.919319403271       ,    439.420000000000     
   5.61821100000000       ,    446.793117420601       ,    417.290000000000     
   5.63090600000000       ,    430.661720455502       ,    402.640000000000     
   5.64360100000000       ,    419.960500099944       ,    391.880000000000     
   5.65629600000000       ,    413.226372877453       ,    383.590000000000     
   5.66899200000000       ,    409.368138221080       ,    376.610000000000     
   5.68168700000000       ,    407.719766384908       ,    372.310000000000     
   5.69438300000000       ,    407.533270871140       ,    369.580000000000     
   5.70707800000000       ,    408.667198113070       ,    368.360000000000     
   5.71977400000000       ,    411.042617852745       ,    368.410000000000     
   5.73247000000000       ,    414.268229384525       ,    369.880000000000     
   5.74516500000000       ,    418.194117727153       ,    372.250000000000     
   5.75786100000000       ,    422.474925907361       ,    375.170000000000     
   5.77055700000000       ,    426.685645631234       ,    378.730000000000     
   5.78325300000000       ,    430.383464257323       ,    382.060000000000     
   5.79594900000000       ,    433.228436362140       ,    384.370000000000     
   5.80864500000000       ,    435.153953494935       ,    386.120000000000     
   5.82134200000000       ,    436.496547642719       ,    387.870000000000     
   5.83403800000000       ,    438.004772350281       ,    389.900000000000     
   5.84673400000000       ,    440.797091110864       ,    393.230000000000     
   5.85943100000000       ,    446.383869877327       ,    399.410000000000     
   5.87212700000000       ,    456.783052092941       ,    410.990000000000     
   5.88482400000000       ,    474.716474933863       ,    430.070000000000     
   5.89752000000000       ,    503.843521075661       ,    456.690000000000     
   5.91021700000000       ,    549.033005859610       ,    496.040000000000     
   5.92291400000000       ,    616.575059005248       ,    556.930000000000     
   5.93561100000000       ,    714.287918037612       ,    646.750000000000     
   5.94830800000000       ,    851.322498309924       ,    762.570000000000     
   5.96100500000000       ,    1037.41635137003       ,    902.800000000000     
   5.97370200000000       ,    1281.28409753898       ,    1096.25000000000     
   5.98639900000000       ,    1587.98040905505       ,    1359.08000000000     
   5.99909600000000       ,    1955.60503982939       ,    1675.93000000000     
   6.01179400000000       ,    2372.48663422098       ,    2009.92000000000     
   6.02449100000000       ,    2815.62359192173       ,    2413.64000000000     
   6.03718800000000       ,    3250.59891208492       ,    2850.84000000000     
   6.04988600000000       ,    3632.17283106401       ,    3223.15000000000     
   6.06258300000000       ,    3907.91517235791       ,    3479.74000000000     
   6.07528100000000       ,    4028.51000581152       ,    3578.56000000000     
   6.08797900000000       ,    3964.94259453268       ,    3498.13000000000     
   6.10067700000000       ,    3723.69970117615       ,    3270.28000000000     
   6.11337500000000       ,    3345.23838916358       ,    2916.71000000000     
   6.12607300000000       ,    2887.41463166784       ,    2514.90000000000     
   6.13877100000000       ,    2408.60032766104       ,    2041.38000000000     
   6.15146900000000       ,    1957.63400966081       ,    1611.78000000000     
   6.16416700000000       ,    1569.35116901154       ,    1290.38000000000     
   6.17686500000000       ,    1264.01908911447       ,    1066.86000000000     
   6.18956400000000       ,    1049.94752719675       ,    922.830000000000     
   6.20226200000000       ,    928.301797363363       ,    850.090000000000     
   6.21496000000000       ,    898.213687408341       ,    840.260000000000     
   6.22765900000000       ,    960.774370543618       ,    897.280000000000     
   6.24035800000000       ,    1120.31566629684       ,    1025.87000000000     
   6.25305600000000       ,    1382.44156129250       ,    1257.86000000000     
   6.26575500000000       ,    1749.57042101122       ,    1589.90000000000     
   6.27845400000000       ,    2214.55084345716       ,    1994.38000000000     
   6.29115300000000       ,    2754.97499382108       ,    2511.26000000000     
   6.30385200000000       ,    3329.80912602268       ,    3173.46000000000     
   6.31655100000000       ,    3879.87336126108       ,    3733.97000000000     
   6.32925000000000       ,    4333.04963460401       ,    4185.65000000000     
   6.34195000000000       ,    4616.17000662358       ,    4462.58000000000     
   6.35464900000000       ,    4675.74120684107       ,    4499.72000000000     
   6.36734800000000       ,    4501.00937111419       ,    4324.61000000000     
   6.38004800000000       ,    4129.96140541019       ,    3913.29000000000     
   6.39274800000000       ,    3632.64603144524       ,    3440.58000000000     
   6.40544700000000       ,    3087.79545757119       ,    2810.12000000000     
   6.41814700000000       ,    2566.75055935798       ,    2246.90000000000     
   6.43084700000000       ,    2124.98304090111       ,    1824.44000000000     
   6.44354700000000       ,    1798.10724193518       ,    1551.54000000000     
   6.45624700000000       ,    1601.33996915765       ,    1394.06000000000     
   6.46894700000000       ,    1531.53993704388       ,    1369.86000000000     
   6.48164700000000       ,    1570.71738657953       ,    1439.16000000000     
   6.49434700000000       ,    1689.95393146842       ,    1583.80000000000     
   6.50704700000000       ,    1853.12701040225       ,    1769.63000000000     
   6.51974800000000       ,    2020.40820177463       ,    1963.60000000000     
   6.53244800000000       ,    2152.24544061487       ,    2095.50000000000     
   6.54514900000000       ,    2215.76305049109       ,    2153.40000000000     
   6.55784900000000       ,    2193.29275159516       ,    2126.06000000000     
   6.57055000000000       ,    2087.62836756944       ,    1991.09000000000     
   6.58325100000000       ,    1917.68335414005       ,    1807.96000000000     
   6.59595200000000       ,    1709.36764381403       ,    1590.04000000000     
   6.60865300000000       ,    1487.81742915100       ,    1365.08000000000     
   6.62135400000000       ,    1273.85913078026       ,    1126.12000000000     
   6.63405500000000       ,    1082.66721078870       ,    942.960000000000     
   6.64675600000000       ,    923.372954442071       ,    806.380000000000     
   6.65945700000000       ,    799.606684155345       ,    712.360000000000     
