r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   3.59000000000000       ,   0.380560750405756       ,   0.624096050279071     
   3.60000000000000       ,   0.551180105519349       ,   0.791042505242142     
   3.61000000000000       ,   0.731524345676854       ,   0.967682822218034     
   3.62000000000000       ,   0.916298730376616       ,    1.14894305578337     
   3.63000000000000       ,    1.09955573233960       ,    1.32902042914587     
   3.64000000000000       ,    1.27494635691153       ,    1.50162673710395     
   3.65000000000000       ,    1.43600941919724       ,    1.66027638203382     
   3.66000000000000       ,    1.57648334998260       ,    1.79860363686992     
   3.67000000000000       ,    1.69062301230550       ,    1.91069113035696     
   3.68000000000000       ,    1.77350300656541       ,    1.99139007695468     
   3.69000000000000       ,    1.82128911682223       ,    2.03661255488264     
   3.70000000000000       ,    1.83146091912375       ,    2.04357721445506     
   3.71000000000000       ,    1.80297106832485       ,    2.01099213002075     
   3.72000000000000       ,    1.73633025995801       ,    1.93916196106864     
   3.73000000000000       ,    1.63361111736557       ,    1.83001095183006     
   3.74000000000000       ,    1.49836901637823       ,    1.68701830003661     
   3.75000000000000       ,    1.33548282848607       ,    1.51506774420963     
   3.76000000000000       ,    1.15092342024100       ,    1.32021851009585     
   3.77000000000000       ,   0.951462177761163       ,    1.10940967431435     
   3.78000000000000       ,   0.744335542579032       ,   0.890114222639839     
   3.79000000000000       ,   0.536884305612240       ,   0.669962321317832     
   3.80000000000000       ,   0.336188028011437       ,   0.456355365139900     
   3.81000000000000       ,   0.148715332872115       ,   0.256093076288572     
   3.82000000000000       ,  -1.999008709864367E-002  ,   7.503525112065938E-002
   3.83000000000000       ,  -0.165570018656830       ,  -8.218227303654797E-002
   3.84000000000000       ,  -0.285044309077385       ,  -0.212361105106679     
   3.85000000000000       ,  -0.376925037682093       ,  -0.313871175551258     
   3.86000000000000       ,  -0.441246539971203       ,  -0.386691934646830     
   3.87000000000000       ,  -0.479510571274039       ,  -0.432362229695986     
   3.88000000000000       ,  -0.494550924446620       ,  -0.453842711341506     
   3.89000000000000       ,  -0.490326530234423       ,  -0.455299836543303     
   3.90000000000000       ,  -0.471656175856680       ,  -0.441825146390109     
   3.91000000000000       ,  -0.443911225359604       ,  -0.419107212638188     
   3.92000000000000       ,  -0.412684920534982       ,  -0.393076240187714     
   3.93000000000000       ,  -0.383457860083332       ,  -0.369542631297421     
   3.94000000000000       ,  -0.361279051138964       ,  -0.353850793471697     
   3.95000000000000       ,  -0.350480534865410       ,  -0.350568127157518     
   3.96000000000000       ,  -0.354441116635539       ,  -0.363226568136886     
   3.97000000000000       ,  -0.375411359571632       ,  -0.394130467157106     
   3.98000000000000       ,  -0.414407961610199       ,  -0.444240214946186     
   3.99000000000000       ,  -0.471181203582980       ,  -0.513136160608709     
   4.00000000000000       ,  -0.544254622306140       ,  -0.599062348639129     
   4.01000000000000       ,  -0.631031722189406       ,  -0.699044742468941     
   4.02000000000000       ,  -0.727960666290521       ,  -0.809074221509406     
   4.03000000000000       ,  -0.830744720946473       ,  -0.924341007316909     
   4.04000000000000       ,  -0.934583952797228       ,   -1.03950451065265     
   4.05000000000000       ,   -1.03443241519224       ,   -1.14898104358890     
   4.06000000000000       ,   -1.12525486401849       ,   -1.24723148028207     
   4.07000000000000       ,   -1.20226788962138       ,   -1.32903176616504     
   4.08000000000000       ,   -1.26115215069364       ,   -1.38971107865448     
   4.09000000000000       ,   -1.29822499470440       ,   -1.42534527214598     
   4.10000000000000       ,   -1.31056594426541       ,   -1.43289677617219     
   4.11000000000000       ,   -1.29609108116151       ,   -1.41029609543251     
   4.12000000000000       ,   -1.25357601291606       ,   -1.35646419741897     
   4.13000000000000       ,   -1.18263060409914       ,   -1.27127907742548     
   4.14000000000000       ,   -1.08363175737794       ,   -1.15549338829504     
   4.15000000000000       ,  -0.957623032955359       ,   -1.01061297507691     
   4.16000000000000       ,  -0.806191642681978       ,  -0.838748275796234     
   4.17000000000000       ,  -0.631334247654806       ,  -0.642451715054767     
   4.18000000000000       ,  -0.435322990003006       ,  -0.424554374230747     
   4.19000000000000       ,  -0.220582330086364       ,  -0.188014390828714     
   4.20000000000000       ,   1.041436974539641E-002  ,   6.421218939982239E-002
   4.21000000000000       ,   0.255221829768538       ,   0.329269857407361     
   4.22000000000000       ,   0.511469415784052       ,   0.604466146927982     
   4.23000000000000       ,   0.776876208606335       ,   0.887296281756806     
   4.24000000000000       ,    1.04923642245518       ,    1.17543140573870     
   4.25000000000000       ,    1.32637970065112       ,    1.46667498868779     
   4.26000000000000       ,    1.60611307206931       ,    1.75889470795820     
   4.27000000000000       ,    1.88615300760937       ,    2.04993916755768     
   4.28000000000000       ,    2.16405695095425       ,    2.33755008574474     
   4.29000000000000       ,    2.43716384561529       ,    2.61928096969958     
   4.30000000000000       ,    2.70255253351409       ,    2.89243278008618     
   4.31000000000000       ,    2.95702551130306       ,    3.15401571431536     
   4.32000000000000       ,    3.19712350653332       ,    3.40074411358801     
   4.33000000000000       ,    3.41917383084472       ,    3.62906878880943     
   4.34000000000000       ,    3.61937267124479       ,    3.83524797038399     
   4.35000000000000       ,    3.79389860447894       ,    4.01545485038684     
   4.36000000000000       ,    3.93905188083403       ,    4.16591654674302     
   4.37000000000000       ,    4.05141163023929       ,    4.28307651462632     
   4.38000000000000       ,    4.12800127842417       ,    4.36377017275653     
   4.39000000000000       ,    4.16645126961909       ,    4.40540197446647     
   4.40000000000000       ,    4.16514777211936       ,    4.40611145622404     
   4.41000000000000       ,    4.12335643611854       ,    4.36491600011031     
   4.42000000000000       ,    4.04131146352160       ,    4.28181914718936     
   4.43000000000000       ,    3.92026216385975       ,    4.15787522699766     
   4.44000000000000       ,    3.76247168388104       ,    3.99520369632973     
   4.45000000000000       ,    3.57116554264198       ,    3.79694972959444     
   4.46000000000000       ,    3.35043077935117       ,    3.56719105710144     
   4.47000000000000       ,    3.10506971078908       ,    3.31079456816803     
   4.48000000000000       ,    2.84041527957843       ,    3.03322953877970     
   4.49000000000000       ,    2.56211754769415       ,    2.74034727611407     
   4.50000000000000       ,    2.27591287256290       ,    2.43813928978451     
   4.51000000000000       ,    1.98738855691103       ,    2.13248763951296     
   4.52000000000000       ,    1.70175619860051       ,    1.82892176181145     
   4.53000000000000       ,    1.42364654907091       ,    1.53239579575772     
   4.54000000000000       ,    1.15693744260692       ,    1.24709922586923     
   4.55000000000000       ,   0.904624363607594       ,   0.976311617139789     
