  0.5000000,   -12.4428089,    -0.3424406,     0.2118207,    -3.1667935,    -0.0138058,    -1.7257193
  0.5100000,   -11.9816026,    -0.5907975,     0.2348206,    -3.0524006,     0.0163462,    -1.7990447
  0.5200000,   -11.7799087,    -0.6844217,     0.1948949,    -2.9862688,     0.0422749,    -1.8247695
  0.5300000,   -11.8846899,    -0.6005095,     0.1042872,    -2.9856940,     0.0573700,    -1.7977950
  0.5400000,   -12.2653105,    -0.3617463,    -0.0117909,    -3.0512396,     0.0577917,    -1.7264653
  0.5500000,   -12.8221589,    -0.0303098,    -0.1221029,    -3.1664190,     0.0434453,    -1.6300741
  0.5600000,   -13.4122981,     0.3080921,    -0.1977189,    -3.3017285,     0.0180032,    -1.5336961
  0.5700000,   -13.8856307,     0.5661093,    -0.2195358,    -3.4220673,    -0.0120320,    -1.4617116
  0.5800000,   -14.1225462,     0.6770421,    -0.1830479,    -3.4957071,    -0.0389873,    -1.4316805
  0.5900000,   -14.0637295,     0.6119138,    -0.0991915,    -3.5025458,    -0.0559792,    -1.4500923
  0.6000000,   -13.7247982,     0.3869988,     0.0088651,    -3.4395225,    -0.0586749,    -1.5110094
  0.6100000,   -13.1922008,     0.0598610,     0.1120615,    -3.3217459,    -0.0464033,    -1.5978750
  0.6200000,   -12.6014336,    -0.2851567,     0.1831942,    -3.1789541,    -0.0223293,    -1.6879519
  0.6300000,   -12.1029859,    -0.5583910,     0.2040258,    -3.0481069,     0.0073544,    -1.7582171
  0.6400000,   -11.8244475,    -0.6878787,     0.1699106,    -2.9639207,     0.0350149,    -1.7911946
  0.6500000,   -11.8381832,    -0.6381049,     0.0907758,    -2.9497347,     0.0535395,    -1.7792585
  0.6600000,   -12.1426420,    -0.4196558,    -0.0117328,    -3.0110780,     0.0581662,    -1.7263549
  0.6700000,   -12.6620586,    -0.0871865,    -0.1101286,    -3.1336843,     0.0477129,    -1.6467620
  0.6800000,   -13.2648022,     0.2739661,    -0.1784024,    -3.2866118,     0.0248866,    -1.5612607
  0.6900000,   -13.7960227,     0.5693141,    -0.1988441,    -3.4298313,    -0.0044098,    -1.4917329
  0.7000000,   -14.1166542,     0.7195534,    -0.1665933,    -3.5244703,    -0.0325976,    -1.4555835
  0.7100000,   -14.1391408,     0.6815409,    -0.0907597,    -3.5431455,    -0.0523789,    -1.4613989
  0.7200000,   -13.8508861,     0.4604608,     0.0081352,    -3.4776908,    -0.0586243,    -1.5069193
  0.7300000,   -13.3192836,     0.1098268,     0.1036816,    -3.3421520,    -0.0497048,    -1.5797981
  0.7400000,   -12.6766010,    -0.2810323,     0.1705918,    -3.1700499,    -0.0279191,    -1.6609115
  0.7500000,   -12.0879406,    -0.6091836,     0.1913495,    -3.0063562,     0.0010960,    -1.7293360
  0.7600000,   -11.7097902,    -0.7846209,     0.1607619,    -2.8960219,     0.0298224,    -1.7677079
  0.7700000,   -11.6492607,    -0.7544469,     0.0872422,    -2.8718906,     0.0508084,    -1.7665973
  0.7800000,   -11.9343105,    -0.5183867,    -0.0094859,    -2.9451455,     0.0586038,    -1.7268001
  0.7900000,   -12.5029447,    -0.1312566,    -0.1036399,    -3.1009635,     0.0511764,    -1.6589945
  0.8000000,   -13.2150241,     0.3088615,    -0.1701940,    -3.3008613,     0.0304435,    -1.5808838
  0.8100000,   -13.8848803,     0.6844128,    -0.1914715,    -3.4915674,     0.0017756,    -1.5125843
  0.8200000,   -14.3276564,     0.8886416,    -0.1617941,    -3.6185455,    -0.0273982,    -1.4714538
  0.8300000,   -14.4084495,     0.8548986,    -0.0889778,    -3.6409338,    -0.0495206,    -1.4676843
  0.8400000,   -14.0818849,     0.5773231,     0.0077063,    -3.5440323,    -0.0588682,    -1.5017739
  0.8500000,   -13.4111890,     0.1169012,     0.1025766,    -3.3457617,    -0.0530344,    -1.5645027
  0.8600000,   -12.5599525,    -0.4098775,     0.1702777,    -3.0947302,    -0.0335470,    -1.6393940
  0.8700000,   -11.7558165,    -0.8584571,     0.1924639,    -2.8594444,    -0.0054628,    -1.7070092
  0.8800000,   -11.2319783,    -1.0944052,     0.1626981,    -2.7103807,     0.0239443,    -1.7499610
