Time       moves_acc moves_gen     F(Q)_1     Bragg   X_ray_(R)1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01  0.100E+01
094211.983      252276      652703  0.843E-02  0.301E-02  0.523E-02
095211.611      252841      654238  0.843E-02  0.300E-02  0.522E-02
100211.779      253402      655780  0.843E-02  0.300E-02  0.522E-02
101211.813      253968      657334  0.843E-02  0.299E-02  0.521E-02
102211.960      254556      658878  0.842E-02  0.301E-02  0.518E-02
103211.893      255128      660418  0.842E-02  0.301E-02  0.517E-02
104211.705      255666      661976  0.842E-02  0.300E-02  0.517E-02
105211.699      256252      663530  0.841E-02  0.300E-02  0.516E-02
110211.728      256847      665095  0.840E-02  0.301E-02  0.513E-02
111211.855      257445      666664  0.840E-02  0.301E-02  0.512E-02
112211.629      258037      668292  0.840E-02  0.300E-02  0.512E-02
113211.921      258646      669936  0.839E-02  0.300E-02  0.511E-02
114211.861      259267      671566  0.838E-02  0.301E-02  0.508E-02
115211.926      259867      673205  0.838E-02  0.301E-02  0.508E-02
120211.775      260454      674830  0.838E-02  0.300E-02  0.507E-02
121211.792      261048      676469  0.838E-02  0.300E-02  0.506E-02
122211.576      261652      678097  0.838E-02  0.300E-02  0.506E-02
123211.482      262228      679727  0.838E-02  0.299E-02  0.506E-02
124211.784      262815      681370  0.838E-02  0.299E-02  0.505E-02
125211.609      263405      683015  0.837E-02  0.299E-02  0.503E-02
130211.636      264029      684654  0.837E-02  0.299E-02  0.502E-02
131211.593      264601      686286  0.837E-02  0.299E-02  0.502E-02
132211.781      265175      687931  0.837E-02  0.299E-02  0.501E-02
133211.757      265776      689584  0.837E-02  0.298E-02  0.500E-02
134211.759      266360      691223  0.837E-02  0.298E-02  0.500E-02
135211.715      266971      692861  0.837E-02  0.297E-02  0.500E-02
140211.678      267563      694482  0.836E-02  0.297E-02  0.499E-02
141211.848      268199      696099  0.835E-02  0.298E-02  0.496E-02
142211.527      268757      697709  0.835E-02  0.297E-02  0.496E-02
143211.571      269336      699315  0.835E-02  0.297E-02  0.495E-02
144211.702      269882      700944  0.835E-02  0.297E-02  0.495E-02
145211.592      270474      702541  0.835E-02  0.296E-02  0.495E-02
150211.819      270987      704153  0.835E-02  0.296E-02  0.494E-02
151211.756      271574      705763  0.835E-02  0.295E-02  0.494E-02
152211.959      272151      707378  0.835E-02  0.295E-02  0.494E-02
153211.675      272740      708999  0.835E-02  0.294E-02  0.493E-02
154211.731      273313      710630  0.835E-02  0.294E-02  0.492E-02
155211.783      273876      712280  0.834E-02  0.294E-02  0.492E-02
160211.849      274482      713928  0.835E-02  0.293E-02  0.492E-02
161211.615      275051      715559  0.834E-02  0.292E-02  0.491E-02
162211.891      275609      717195  0.834E-02  0.292E-02  0.491E-02
163211.744      276227      718825  0.834E-02  0.292E-02  0.490E-02
164211.853      276743      720470  0.834E-02  0.291E-02  0.491E-02
165211.568      277307      722095  0.834E-02  0.291E-02  0.490E-02
170211.840      277889      723734  0.833E-02  0.291E-02  0.488E-02
171211.646      278491      725379  0.833E-02  0.292E-02  0.486E-02
172211.580      279029      727019  0.833E-02  0.291E-02  0.486E-02
173211.651      279609      728665  0.833E-02  0.291E-02  0.485E-02
174211.775      280223      730306  0.832E-02  0.292E-02  0.483E-02
175211.774      280846      731937  0.831E-02  0.292E-02  0.482E-02
180211.829      281418      733578  0.831E-02  0.292E-02  0.481E-02
181211.772      281986      735175  0.831E-02  0.291E-02  0.481E-02
182211.636      282542      736755  0.831E-02  0.290E-02  0.481E-02
183211.937      283112      738375  0.831E-02  0.290E-02  0.481E-02
184211.814      283682      739989  0.831E-02  0.290E-02  0.481E-02
185211.917      284249      741601  0.831E-02  0.289E-02  0.481E-02
190211.711      284827      743210  0.831E-02  0.289E-02  0.480E-02
191211.722      285439      744803  0.830E-02  0.290E-02  0.477E-02
192211.577      286053      746416  0.828E-02  0.291E-02  0.475E-02
193211.786      286651      748018  0.828E-02  0.291E-02  0.473E-02
194211.638      287175      749632  0.828E-02  0.291E-02  0.473E-02
195211.904      287759      751236  0.828E-02  0.290E-02  0.473E-02
200211.635      288325      752841  0.827E-02  0.290E-02  0.472E-02
201211.585      288836      754455  0.827E-02  0.290E-02  0.472E-02
202211.935      289372      756060  0.827E-02  0.289E-02  0.472E-02
203211.869      289933      757653  0.827E-02  0.289E-02  0.471E-02
204211.855      290525      759274  0.827E-02  0.288E-02  0.471E-02
205211.985      291089      760864  0.827E-02  0.288E-02  0.470E-02
210211.550      291658      762466  0.826E-02  0.288E-02  0.469E-02
211211.613      292258      764064  0.826E-02  0.289E-02  0.467E-02
212211.710      292824      765666  0.826E-02  0.288E-02  0.467E-02
213211.632      293422      767292  0.826E-02  0.288E-02  0.466E-02
214211.637      294034      768890  0.825E-02  0.288E-02  0.464E-02
215211.745      294617      770494  0.824E-02  0.289E-02  0.463E-02
220211.631      295160      772103  0.824E-02  0.289E-02  0.462E-02
221211.998      295737      773715  0.823E-02  0.290E-02  0.460E-02
222211.811      296317      775323  0.823E-02  0.289E-02  0.459E-02
223211.711      296901      776933  0.823E-02  0.289E-02  0.459E-02
224211.632      297473      778567  0.823E-02  0.288E-02  0.458E-02
225211.548      298040      780212  0.822E-02  0.288E-02  0.458E-02
230211.824      298613      781853  0.823E-02  0.288E-02  0.457E-02
231211.669      299225      783494  0.822E-02  0.288E-02  0.455E-02
232211.739      299787      785131  0.821E-02  0.289E-02  0.453E-02
233211.683      300346      786743  0.820E-02  0.290E-02  0.452E-02
234211.562      300889      788354  0.820E-02  0.289E-02  0.452E-02
235211.667      301461      789961  0.819E-02  0.290E-02  0.449E-02
000211.881      302037      791576  0.819E-02  0.290E-02  0.449E-02
001211.810      302600      793177  0.819E-02  0.290E-02  0.448E-02
002211.876      303162      794801  0.819E-02  0.289E-02  0.448E-02
003211.606      303674      796399  0.819E-02  0.289E-02  0.448E-02
004211.688      304265      797998  0.817E-02  0.290E-02  0.445E-02
005211.660      304834      799599  0.817E-02  0.290E-02  0.444E-02
010211.764      305417      801215  0.817E-02  0.289E-02  0.444E-02
011211.643      305975      802812  0.817E-02  0.289E-02  0.444E-02
012211.808      306567      804403  0.817E-02  0.288E-02  0.444E-02
013211.940      307156      806005  0.817E-02  0.288E-02  0.443E-02
014211.909      307711      807609  0.817E-02  0.288E-02  0.442E-02
015211.676      308292      809223  0.816E-02  0.289E-02  0.441E-02
020211.790      308846      810829  0.816E-02  0.288E-02  0.441E-02
021211.808      309397      812447  0.816E-02  0.288E-02  0.440E-02
022211.827      310005      814089  0.815E-02  0.289E-02  0.438E-02
023211.825      310593      815716  0.815E-02  0.289E-02  0.437E-02
024211.786      311129      817362  0.815E-02  0.288E-02  0.437E-02
025211.860      311681      819011  0.815E-02  0.288E-02  0.436E-02
030211.816      312236      820659  0.814E-02  0.287E-02  0.436E-02
031211.737      312813      822300  0.814E-02  0.288E-02  0.434E-02
032211.854      313432      823954  0.813E-02  0.289E-02  0.432E-02
033211.804      314072      825592  0.812E-02  0.290E-02  0.430E-02
034211.659      314680      827239  0.812E-02  0.289E-02  0.430E-02
035211.637      315286      828886  0.812E-02  0.289E-02  0.430E-02
040211.637      315847      830541  0.812E-02  0.288E-02  0.429E-02
041211.714      316405      832172  0.812E-02  0.288E-02  0.429E-02
042211.776      316954      833798  0.812E-02  0.287E-02  0.429E-02
043211.576      317538      835440  0.811E-02  0.287E-02  0.428E-02
044211.747      318120      837058  0.810E-02  0.288E-02  0.426E-02
045211.540      318685      838641  0.810E-02  0.288E-02  0.425E-02
050211.820      319249      840228  0.810E-02  0.288E-02  0.425E-02
051211.845      319788      841841  0.810E-02  0.287E-02  0.425E-02
052211.773      320367      843486  0.810E-02  0.287E-02  0.425E-02
053211.705      320919      845145  0.810E-02  0.286E-02  0.424E-02
054211.598      321492      846792  0.810E-02  0.286E-02  0.424E-02
055211.482      322068      848444  0.810E-02  0.286E-02  0.423E-02
060211.564      322590      850088  0.810E-02  0.285E-02  0.423E-02
061211.693      323161      851723  0.810E-02  0.285E-02  0.423E-02
062211.783      323732      853382  0.809E-02  0.286E-02  0.421E-02
063211.838      324332      855037  0.808E-02  0.287E-02  0.419E-02
064211.603      324935      856687  0.807E-02  0.288E-02  0.417E-02
065211.868      325512      858331  0.806E-02  0.288E-02  0.415E-02
070211.841      326051      859963  0.806E-02  0.288E-02  0.415E-02
071211.682      326587      861614  0.806E-02  0.287E-02  0.415E-02
072211.625      327137      863232  0.806E-02  0.287E-02  0.415E-02
073211.729      327706      864854  0.806E-02  0.287E-02  0.414E-02
074211.554      328273      866449  0.805E-02  0.288E-02  0.412E-02
075212.015      328859      868040  0.805E-02  0.287E-02  0.412E-02
080211.704      329437      869651  0.805E-02  0.287E-02  0.411E-02
081211.762      329997      871295  0.805E-02  0.286E-02  0.411E-02
082211.709      330573      872929  0.804E-02  0.287E-02  0.410E-02
083211.732      331175      874571  0.804E-02  0.287E-02  0.408E-02
084211.746      331720      876208  0.804E-02  0.287E-02  0.408E-02
085211.595      332273      877836  0.804E-02  0.286E-02  0.408E-02
090211.722      332837      879483  0.804E-02  0.286E-02  0.407E-02
091211.882      333425      881131  0.804E-02  0.285E-02  0.407E-02
092211.706      333940      882770  0.803E-02  0.285E-02  0.407E-02
093211.714      334494      884415  0.803E-02  0.284E-02  0.406E-02
094211.673      335053      886058  0.803E-02  0.284E-02  0.406E-02
095211.849      335623      887713  0.803E-02  0.284E-02  0.406E-02
100211.719      336166      889347  0.803E-02  0.283E-02  0.405E-02
101211.776      336722      890960  0.803E-02  0.283E-02  0.405E-02
102211.764      337265      892573  0.803E-02  0.282E-02  0.405E-02
