Time       moves_acc moves_gen     F(Q)_1  Curvature  Curvature  Curvature  Curvature  Curvature  Curvature   X_ray_(R)1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01
090819.652       16166       73617  0.230E-02  0.000E+00  0.000E+00  0.116E+02  0.000E+00  0.459E+00  0.000E+00  0.277E-03
091819.664       16383       74888  0.230E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.452E+00  0.000E+00  0.277E-03
092819.660       16589       76275  0.230E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.474E+00  0.000E+00  0.276E-03
093819.955       16766       77575  0.230E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.450E+00  0.000E+00  0.276E-03
094819.872       16990       78897  0.230E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.450E+00  0.000E+00  0.275E-03
095819.626       17206       80219  0.229E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.455E+00  0.000E+00  0.275E-03
100819.755       17419       81499  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.418E+00  0.000E+00  0.274E-03
101819.761       17614       82849  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.439E+00  0.000E+00  0.274E-03
102819.534       17825       84172  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.450E+00  0.000E+00  0.273E-03
103819.674       18035       85447  0.229E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.480E+00  0.000E+00  0.273E-03
104819.540       18248       86850  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.454E+00  0.000E+00  0.272E-03
105819.957       18444       88159  0.229E-02  0.000E+00  0.000E+00  0.116E+02  0.000E+00  0.454E+00  0.000E+00  0.272E-03
110819.769       18680       89473  0.229E-02  0.000E+00  0.000E+00  0.118E+02  0.000E+00  0.449E+00  0.000E+00  0.272E-03
111819.876       18880       90779  0.229E-02  0.000E+00  0.000E+00  0.116E+02  0.000E+00  0.460E+00  0.000E+00  0.271E-03
112820.008       19081       92024  0.229E-02  0.000E+00  0.000E+00  0.115E+02  0.000E+00  0.458E+00  0.000E+00  0.270E-03
113820.044       19306       93361  0.229E-02  0.000E+00  0.000E+00  0.115E+02  0.000E+00  0.458E+00  0.000E+00  0.270E-03
114819.885       19493       94609  0.229E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.455E+00  0.000E+00  0.270E-03
115819.799       19676       95870  0.229E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.428E+00  0.000E+00  0.269E-03
120819.631       19863       97151  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.409E+00  0.000E+00  0.269E-03
121819.868       20079       98424  0.229E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.424E+00  0.000E+00  0.269E-03
122819.826       20277       99794  0.229E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.423E+00  0.000E+00  0.269E-03
123819.841       20487      101082  0.229E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.421E+00  0.000E+00  0.268E-03
124819.546       20689      102409  0.229E-02  0.000E+00  0.000E+00  0.116E+02  0.000E+00  0.417E+00  0.000E+00  0.268E-03
125819.756       20887      103700  0.229E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.427E+00  0.000E+00  0.267E-03
130819.565       21047      104905  0.229E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.427E+00  0.000E+00  0.267E-03
131819.648       21255      106240  0.229E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.442E+00  0.000E+00  0.267E-03
132819.606       21457      107563  0.229E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.435E+00  0.000E+00  0.266E-03
133819.717       21661      108947  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.415E+00  0.000E+00  0.266E-03
134819.865       21847      110271  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.419E+00  0.000E+00  0.266E-03
135819.844       22043      111577  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.419E+00  0.000E+00  0.265E-03
140819.606       22265      112889  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.438E+00  0.000E+00  0.265E-03
141819.594       22464      114195  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.440E+00  0.000E+00  0.264E-03
142819.519       22639      115492  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.439E+00  0.000E+00  0.264E-03
143819.740       22818      116791  0.228E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.459E+00  0.000E+00  0.264E-03
144820.141       23023      118131  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.434E+00  0.000E+00  0.263E-03
145819.899       23253      119518  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.429E+00  0.000E+00  0.263E-03
150819.690       23443      120761  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.446E+00  0.000E+00  0.262E-03
151819.933       23636      122099  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.434E+00  0.000E+00  0.262E-03
152819.941       23821      123385  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.435E+00  0.000E+00  0.262E-03
153819.923       24003      124734  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.431E+00  0.000E+00  0.262E-03
154819.912       24193      126057  0.228E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.431E+00  0.000E+00  0.261E-03
155819.969       24396      127434  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.433E+00  0.000E+00  0.261E-03
160819.634       24586      128725  0.228E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.433E+00  0.000E+00  0.261E-03
161819.737       24787      130037  0.228E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.433E+00  0.000E+00  0.260E-03
162819.752       24989      131387  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.452E+00  0.000E+00  0.260E-03
163819.821       25195      132710  0.228E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.452E+00  0.000E+00  0.260E-03
164819.856       25366      133971  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.451E+00  0.000E+00  0.259E-03
165819.803       25542      135270  0.228E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.451E+00  0.000E+00  0.259E-03
170819.597       25731      136546  0.228E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.451E+00  0.000E+00  0.259E-03
171819.698       25935      137852  0.228E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.459E+00  0.000E+00  0.258E-03
172819.772       26120      139125  0.228E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.448E+00  0.000E+00  0.258E-03
173819.731       26313      140476  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.415E+00  0.000E+00  0.258E-03
174819.718       26493      141742  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.426E+00  0.000E+00  0.257E-03
175819.674       26681      143047  0.227E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.426E+00  0.000E+00  0.257E-03
180819.785       26869      144338  0.227E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.431E+00  0.000E+00  0.257E-03
181819.835       27028      145611  0.227E-02  0.000E+00  0.000E+00  0.106E+02  0.000E+00  0.432E+00  0.000E+00  0.257E-03
182819.690       27222      146888  0.227E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.432E+00  0.000E+00  0.257E-03
183819.550       27400      148227  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.431E+00  0.000E+00  0.256E-03
184819.668       27611      149533  0.227E-02  0.000E+00  0.000E+00  0.106E+02  0.000E+00  0.416E+00  0.000E+00  0.256E-03
185819.760       27783      150838  0.227E-02  0.000E+00  0.000E+00  0.106E+02  0.000E+00  0.406E+00  0.000E+00  0.256E-03
190819.585       27988      152202  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.404E+00  0.000E+00  0.255E-03
191819.663       28168      153468  0.227E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.410E+00  0.000E+00  0.255E-03
192819.721       28358      154823  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.410E+00  0.000E+00  0.255E-03
193819.840       28563      156261  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.412E+00  0.000E+00  0.254E-03
194819.754       28744      157582  0.227E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.412E+00  0.000E+00  0.254E-03
195819.714       28940      158947  0.227E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.420E+00  0.000E+00  0.254E-03
200819.499       29154      160279  0.227E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.412E+00  0.000E+00  0.253E-03
201819.556       29340      161577  0.227E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.418E+00  0.000E+00  0.253E-03
202819.887       29501      162951  0.227E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.418E+00  0.000E+00  0.253E-03
203819.807       29695      164297  0.227E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.426E+00  0.000E+00  0.252E-03
204819.761       29870      165556  0.227E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.416E+00  0.000E+00  0.252E-03
205819.883       30061      166864  0.227E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.415E+00  0.000E+00  0.252E-03
210819.634       30253      168200  0.227E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.408E+00  0.000E+00  0.251E-03
211819.836       30444      169477  0.227E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.418E+00  0.000E+00  0.251E-03
212819.781       30641      170805  0.227E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.439E+00  0.000E+00  0.251E-03
213819.620       30822      172084  0.227E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.430E+00  0.000E+00  0.251E-03
214819.826       31013      173415  0.227E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.417E+00  0.000E+00  0.250E-03
215819.828       31182      174733  0.227E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.411E+00  0.000E+00  0.250E-03
220819.745       31364      176094  0.226E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.446E+00  0.000E+00  0.250E-03
221819.995       31540      177486  0.226E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.435E+00  0.000E+00  0.250E-03
222819.614       31718      178802  0.226E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.416E+00  0.000E+00  0.249E-03
223819.657       31901      180097  0.226E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.426E+00  0.000E+00  0.249E-03
224819.628       32108      181468  0.226E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.427E+00  0.000E+00  0.249E-03
225819.849       32284      182719  0.226E-02  0.000E+00  0.000E+00  0.119E+02  0.000E+00  0.425E+00  0.000E+00  0.248E-03
230819.587       32471      184062  0.226E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.445E+00  0.000E+00  0.248E-03
231819.786       32670      185423  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.447E+00  0.000E+00  0.248E-03
232819.735       32877      186717  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.435E+00  0.000E+00  0.247E-03
233819.779       33067      188017  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.434E+00  0.000E+00  0.247E-03
234819.532       33243      189316  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.428E+00  0.000E+00  0.247E-03
235819.647       33397      190560  0.226E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.465E+00  0.000E+00  0.247E-03
000819.607       33579      191887  0.226E-02  0.000E+00  0.000E+00  0.111E+02  0.000E+00  0.463E+00  0.000E+00  0.246E-03
001819.795       33761      193234  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.466E+00  0.000E+00  0.246E-03
002819.853       33960      194553  0.226E-02  0.000E+00  0.000E+00  0.113E+02  0.000E+00  0.489E+00  0.000E+00  0.246E-03
003819.665       34171      195917  0.226E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.495E+00  0.000E+00  0.245E-03
004819.525       34353      197243  0.226E-02  0.000E+00  0.000E+00  0.119E+02  0.000E+00  0.500E+00  0.000E+00  0.245E-03
005819.852       34508      198400  0.226E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.484E+00  0.000E+00  0.245E-03
010819.740       34666      199669  0.226E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.466E+00  0.000E+00  0.245E-03
011819.986       34835      200943  0.226E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.466E+00  0.000E+00  0.245E-03
012819.680       35001      202243  0.226E-02  0.000E+00  0.000E+00  0.114E+02  0.000E+00  0.456E+00  0.000E+00  0.244E-03
013819.843       35167      203562  0.226E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.456E+00  0.000E+00  0.244E-03
014819.751       35375      204879  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.457E+00  0.000E+00  0.244E-03
015819.508       35538      206134  0.226E-02  0.000E+00  0.000E+00  0.110E+02  0.000E+00  0.475E+00  0.000E+00  0.244E-03
020819.668       35724      207380  0.226E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.466E+00  0.000E+00  0.243E-03
021819.803       35917      208775  0.226E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.470E+00  0.000E+00  0.243E-03
022819.945       36083      210028  0.226E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.469E+00  0.000E+00  0.243E-03
023819.520       36274      211327  0.226E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.454E+00  0.000E+00  0.243E-03
024819.757       36470      212680  0.225E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.458E+00  0.000E+00  0.242E-03
025819.860       36613      213974  0.225E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.458E+00  0.000E+00  0.242E-03
030819.697       36793      215328  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.471E+00  0.000E+00  0.242E-03
031819.751       36974      216665  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.496E+00  0.000E+00  0.242E-03
032819.815       37157      217984  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.479E+00  0.000E+00  0.241E-03
033819.503       37359      219414  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.444E+00  0.000E+00  0.241E-03
034819.867       37553      220681  0.225E-02  0.000E+00  0.000E+00  0.106E+02  0.000E+00  0.446E+00  0.000E+00  0.241E-03
035819.962       37732      221980  0.225E-02  0.000E+00  0.000E+00  0.105E+02  0.000E+00  0.480E+00  0.000E+00  0.241E-03
040819.505       37914      223269  0.225E-02  0.000E+00  0.000E+00  0.105E+02  0.000E+00  0.458E+00  0.000E+00  0.240E-03
041819.827       38092      224545  0.225E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.472E+00  0.000E+00  0.240E-03
042819.595       38247      225826  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.469E+00  0.000E+00  0.240E-03
043819.779       38412      227167  0.225E-02  0.000E+00  0.000E+00  0.105E+02  0.000E+00  0.469E+00  0.000E+00  0.240E-03
044819.764       38584      228511  0.225E-02  0.000E+00  0.000E+00  0.105E+02  0.000E+00  0.485E+00  0.000E+00  0.240E-03
045819.867       38765      229801  0.225E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.485E+00  0.000E+00  0.239E-03
050819.747       38951      231133  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.496E+00  0.000E+00  0.239E-03
051819.919       39137      232441  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.478E+00  0.000E+00  0.239E-03
052819.591       39312      233754  0.225E-02  0.000E+00  0.000E+00  0.107E+02  0.000E+00  0.488E+00  0.000E+00  0.239E-03
053819.525       39491      235037  0.225E-02  0.000E+00  0.000E+00  0.112E+02  0.000E+00  0.455E+00  0.000E+00  0.238E-03
054819.903       39645      236320  0.225E-02  0.000E+00  0.000E+00  0.108E+02  0.000E+00  0.455E+00  0.000E+00  0.238E-03
055819.764       39827      237705  0.225E-02  0.000E+00  0.000E+00  0.109E+02  0.000E+00  0.455E+00  0.000E+00  0.238E-03
060819.869       40016      239017  0.225E-02  0.000E+00  0.000E+00  0.103E+02  0.000E+00  0.489E+00  0.000E+00  0.238E-03
061819.722       40187      240337  0.225E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.472E+00  0.000E+00  0.237E-03
062819.738       40358      241679  0.225E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.528E+00  0.000E+00  0.237E-03
063819.651       40556      242964  0.225E-02  0.000E+00  0.000E+00  0.102E+02  0.000E+00  0.518E+00  0.000E+00  0.237E-03
064819.621       40713      244295  0.225E-02  0.000E+00  0.000E+00  0.102E+02  0.000E+00  0.506E+00  0.000E+00  0.237E-03
065819.504       40881      245627  0.225E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.506E+00  0.000E+00  0.236E-03
070819.789       41071      246939  0.225E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.493E+00  0.000E+00  0.236E-03
071819.550       41241      248259  0.225E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.491E+00  0.000E+00  0.236E-03
072819.716       41383      249556  0.225E-02  0.000E+00  0.000E+00  0.100E+02  0.000E+00  0.489E+00  0.000E+00  0.236E-03
073819.843       41550      250874  0.224E-02  0.000E+00  0.000E+00  0.969E+01  0.000E+00  0.487E+00  0.000E+00  0.236E-03
074819.545       41726      252197  0.224E-02  0.000E+00  0.000E+00  0.991E+01  0.000E+00  0.483E+00  0.000E+00  0.235E-03
075819.857       41894      253445  0.224E-02  0.000E+00  0.000E+00  0.965E+01  0.000E+00  0.471E+00  0.000E+00  0.235E-03
080819.875       42063      254764  0.224E-02  0.000E+00  0.000E+00  0.963E+01  0.000E+00  0.555E+00  0.000E+00  0.235E-03
081819.669       42231      256043  0.224E-02  0.000E+00  0.000E+00  0.977E+01  0.000E+00  0.459E+00  0.000E+00  0.235E-03
082819.967       42420      257377  0.224E-02  0.000E+00  0.000E+00  0.971E+01  0.000E+00  0.450E+00  0.000E+00  0.234E-03
083819.501       42604      258684  0.224E-02  0.000E+00  0.000E+00  0.101E+02  0.000E+00  0.453E+00  0.000E+00  0.234E-03
084819.524       42792      259994  0.224E-02  0.000E+00  0.000E+00  0.957E+01  0.000E+00  0.472E+00  0.000E+00  0.234E-03
085819.643       42952      261291  0.224E-02  0.000E+00  0.000E+00  0.957E+01  0.000E+00  0.461E+00  0.000E+00  0.234E-03
090819.637       43116      262574  0.224E-02  0.000E+00  0.000E+00  0.980E+01  0.000E+00  0.469E+00  0.000E+00  0.234E-03
091819.866       43296      263887  0.224E-02  0.000E+00  0.000E+00  0.974E+01  0.000E+00  0.441E+00  0.000E+00  0.234E-03
092819.637       43483      265251  0.224E-02  0.000E+00  0.000E+00  0.962E+01  0.000E+00  0.441E+00  0.000E+00  0.233E-03
093819.786       43656      266622  0.224E-02  0.000E+00  0.000E+00  0.963E+01  0.000E+00  0.491E+00  0.000E+00  0.233E-03
094819.593       43823      267940  0.224E-02  0.000E+00  0.000E+00  0.949E+01  0.000E+00  0.491E+00  0.000E+00  0.233E-03
